  11  X01013500 (   --*                   |                        ), 0.073,  0.073,  0.115,  0.115,  0.115
  12  X01013400 (     -*                  |                        ), 0.107,  0.107,  0.133,  0.133,  0.133
  12  X01012300 (   ---*                  |                        ), 0.073,  0.073,  0.136,  0.136,  0.136
  13  X01013300 (      --*                |                        ), 0.129,  0.129,  0.175,  0.175,  0.175
  13  X11112411 (--------*----            |                        ), 0.000,  0.000,  0.180,  0.262,  0.263
  14  X01012400 (   -------*              |                        ), 0.075,  0.075,  0.203,  0.203,  0.203
  14  X12112610 (----------*---           |                        ), 0.000,  0.000,  0.206,  0.262,  0.296
  15  X01012500 (        --*              |                        ), 0.179,  0.179,  0.214,  0.214,  0.214
  16  X12113511 (----------*---           |                        ), 0.000,  0.000,  0.217,  0.262,  0.294
  16  X12112711 (-----------*-            |                        ), 0.000,  0.000,  0.230,  0.262,  0.262
  17  X12002311 (         --*--------     |                        ), 0.129,  0.190,  0.232,  0.324,  0.409
  18  X01012700 (       ----*             |                        ), 0.154,  0.154,  0.237,  0.237,  0.237
  18  X11113711 (------------*            |                        ), 0.000,  0.000,  0.241,  0.262,  0.262
  18  X13112510 (------------*            |                        ), 0.000,  0.000,  0.241,  0.262,  0.262
  19  X01013510 (          --*            |                        ), 0.214,  0.214,  0.253,  0.253,  0.253
  20  X01002310 (          --*            |                        ), 0.203,  0.203,  0.254,  0.254,  0.254
  21  X01013710 (            *            |                        ), 0.250,  0.250,  0.255,  0.255,  0.255
  22  X01002300 (             *           |                        ), 0.261,  0.261,  0.261,  0.261,  0.261
  22  X01012710 (          ---*           |                        ), 0.213,  0.213,  0.261,  0.261,  0.261
  23  X13002310 (            -*--         |                        ), 0.225,  0.250,  0.261,  0.295,  0.323
  24  X11102310 (-------------*-          |                        ), 0.000,  0.000,  0.262,  0.262,  0.310
  24  X11102311 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.262
  24  X11112310 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.299
  24  X11112410 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.262
  24  X11112510 (             *------     |                        ), 0.000,  0.262,  0.262,  0.263,  0.405
  24  X11112610 (             *           |                        ), 0.000,  0.262,  0.262,  0.262,  0.290
  24  X11112711 (-------------*           |                        ), 0.000,  0.000,  0.262,  0.262,  0.263
  24  X11113410 (-------------*---        |                        ), 0.000,  0.000,  0.262,  0.263,  0.356
